batch_id,task_id,latitude,longitude,satellite,intervals
1,17,,,Satellite3,"(('18 Aug 2018 04:37:47.733', '18 Aug 2018 04:51:38.758'),)"
1,17,,,Satellite5,"(('18 Aug 2018 04:17:18.042', '18 Aug 2018 04:31:15.434'),)"
1,17,,,Satellite6,"(('18 Aug 2018 04:06:02.579', '18 Aug 2018 04:15:57.947'),)"
1,17,,,Satellite7,"(('18 Aug 2018 04:51:12.395', '18 Aug 2018 04:59:59.000'),)"
1,18,,,Satellite4,"(('18 Aug 2018 04:45:12.116', '18 Aug 2018 04:55:49.993'),)"
1,18,,,Satellite5,"(('18 Aug 2018 04:19:07.653', '18 Aug 2018 04:22:51.580'),)"
1,18,,,Satellite6,"(('18 Aug 2018 04:04:17.088', '18 Aug 2018 04:11:56.591'),)"
1,19,,,Satellite1,"(('18 Aug 2018 04:02:47.654', '18 Aug 2018 04:13:29.314'),)"
1,19,,,Satellite3,"(('18 Aug 2018 04:30:18.415', '18 Aug 2018 04:43:33.641'),)"
1,19,,,Satellite5,"(('18 Aug 2018 04:11:01.544', '18 Aug 2018 04:20:29.986'),)"
1,19,,,Satellite7,"(('18 Aug 2018 04:44:29.661', '18 Aug 2018 04:55:05.242'),)"
1,20,,,Satellite1,"(('18 Aug 2018 04:06:55.012', '18 Aug 2018 04:20:45.437'),)"
1,20,,,Satellite3,"(('18 Aug 2018 04:35:43.363', '18 Aug 2018 04:48:54.745'),)"
1,20,,,Satellite5,"(('18 Aug 2018 04:14:32.583', '18 Aug 2018 04:29:11.294'),)"
1,20,,,Satellite6,"(('18 Aug 2018 04:02:47.753', '18 Aug 2018 04:14:29.302'),)"
1,20,,,Satellite7,"(('18 Aug 2018 04:48:54.157', '18 Aug 2018 04:59:59.000'),)"
1,21,,,Satellite1,"(('18 Aug 2018 04:05:50.348', '18 Aug 2018 04:15:14.760'),)"
1,21,,,Satellite3,"(('18 Aug 2018 04:37:46.055', '18 Aug 2018 04:39:41.146'),)"
1,21,,,Satellite4,"(('18 Aug 2018 04:45:36.688', '18 Aug 2018 04:49:56.905'),)"
1,21,,,Satellite5,"(('18 Aug 2018 04:12:07.696', '18 Aug 2018 04:25:17.274'),)"
1,21,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:12:02.011'),)"
1,21,,,Satellite7,"(('18 Aug 2018 04:48:15.367', '18 Aug 2018 04:56:01.652'),)"
1,22,,,Satellite1,"(('18 Aug 2018 04:07:21.957', '18 Aug 2018 04:10:03.351'),)"
1,22,,,Satellite4,"(('18 Aug 2018 04:41:49.757', '18 Aug 2018 04:51:19.068'),)"
1,22,,,Satellite5,"(('18 Aug 2018 04:11:42.219', '18 Aug 2018 04:22:16.606'),)"
1,22,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:40.264'),)"
1,23,,,Satellite1,"(('18 Aug 2018 04:02:16.278', '18 Aug 2018 04:15:40.378'),)"
1,23,,,Satellite3,"(('18 Aug 2018 04:30:34.103', '18 Aug 2018 04:44:28.125'),)"
1,23,,,Satellite5,"(('18 Aug 2018 04:09:48.117', '18 Aug 2018 04:23:49.905'),)"
1,23,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:50.775'),)"
1,23,,,Satellite7,"(('18 Aug 2018 04:44:07.669', '18 Aug 2018 04:57:03.502'),)"
1,24,,,Satellite1,"(('18 Aug 2018 04:01:54.311', '18 Aug 2018 04:13:28.650'),)"
1,24,,,Satellite3,"(('18 Aug 2018 04:29:38.231', '18 Aug 2018 04:43:15.280'),)"
1,24,,,Satellite5,"(('18 Aug 2018 04:09:49.572', '18 Aug 2018 04:20:50.021'),)"
1,24,,,Satellite6,"(('18 Aug 2018 04:00:21.493', '18 Aug 2018 04:03:27.354'),)"
1,24,,,Satellite7,"(('18 Aug 2018 04:43:38.372', '18 Aug 2018 04:55:03.126'),)"
1,25,,,Satellite1,"(('18 Aug 2018 04:06:10.888', '18 Aug 2018 04:13:45.392'),)"
1,25,,,Satellite4,"(('18 Aug 2018 04:43:50.562', '18 Aug 2018 04:51:00.657'),)"
1,25,,,Satellite5,"(('18 Aug 2018 04:12:02.137', '18 Aug 2018 04:24:18.965'),)"
1,25,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:18.318'),)"
1,25,,,Satellite7,"(('18 Aug 2018 04:48:54.016', '18 Aug 2018 04:54:14.894'),)"
1,26,,,Satellite4,"(('18 Aug 2018 04:44:31.792', '18 Aug 2018 04:55:57.400'),)"
1,27,,,Satellite1,"(('18 Aug 2018 04:00:05.873', '18 Aug 2018 04:10:37.394'),)"
1,27,,,Satellite3,"(('18 Aug 2018 04:27:41.185', '18 Aug 2018 04:40:48.595'),)"
1,27,,,Satellite5,"(('18 Aug 2018 04:07:52.326', '18 Aug 2018 04:17:45.772'),)"
1,27,,,Satellite7,"(('18 Aug 2018 04:41:46.771', '18 Aug 2018 04:52:21.021'),)"
1,28,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:43.570'),)"
1,28,,,Satellite3,"(('18 Aug 2018 04:24:43.732', '18 Aug 2018 04:38:50.735'),)"
1,28,,,Satellite5,"(('18 Aug 2018 04:03:39.907', '18 Aug 2018 04:17:52.761'),)"
1,28,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:18.361'),)"
1,28,,,Satellite7,"(('18 Aug 2018 04:38:23.250', '18 Aug 2018 04:51:20.745'),)"
1,29,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:40.965'),)"
1,29,,,Satellite3,"(('18 Aug 2018 04:24:26.343', '18 Aug 2018 04:36:50.181'),)"
1,29,,,Satellite4,"(('18 Aug 2018 04:35:17.525', '18 Aug 2018 04:42:17.682'),)"
1,29,,,Satellite5,"(('18 Aug 2018 04:02:54.047', '18 Aug 2018 04:17:38.515'),)"
1,29,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:00.487'),)"
1,29,,,Satellite7,"(('18 Aug 2018 04:37:57.868', '18 Aug 2018 04:50:08.933'),)"
1,30,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:12:58.413'),)"
1,30,,,Satellite3,"(('18 Aug 2018 04:28:15.472', '18 Aug 2018 04:41:13.886'),)"
1,30,,,Satellite5,"(('18 Aug 2018 04:06:49.050', '18 Aug 2018 04:21:40.577'),)"
1,30,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:07:33.876'),)"
1,30,,,Satellite7,"(('18 Aug 2018 04:41:38.293', '18 Aug 2018 04:54:21.932'),)"
1,31,,,Satellite1,"(('18 Aug 2018 04:04:18.809', '18 Aug 2018 04:16:25.133'),)"
1,31,,,Satellite3,"(('18 Aug 2018 04:33:48.137', '18 Aug 2018 04:43:31.158'),)"
1,31,,,Satellite5,"(('18 Aug 2018 04:11:12.203', '18 Aug 2018 04:25:41.027'),)"
1,31,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:56.223'),)"
1,31,,,Satellite7,"(('18 Aug 2018 04:46:25.652', '18 Aug 2018 04:57:30.054'),)"
1,32,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:11.311'),)"
1,32,,,Satellite3,"(('18 Aug 2018 04:25:39.222', '18 Aug 2018 04:37:02.008'),)"
1,32,,,Satellite4,"(('18 Aug 2018 04:36:08.910', '18 Aug 2018 04:43:38.214'),)"
1,32,,,Satellite5,"(('18 Aug 2018 04:03:53.714', '18 Aug 2018 04:18:21.552'),)"
1,32,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:51.077'),)"
1,32,,,Satellite7,"(('18 Aug 2018 04:39:03.699', '18 Aug 2018 04:50:34.883'),)"
1,33,,,Satellite1,"(('18 Aug 2018 04:00:45.812', '18 Aug 2018 04:14:11.396'),)"
1,33,,,Satellite3,"(('18 Aug 2018 04:29:05.486', '18 Aug 2018 04:42:54.654'),)"
1,33,,,Satellite5,"(('18 Aug 2018 04:08:06.788', '18 Aug 2018 04:22:28.826'),)"
1,33,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:07:47.303'),)"
1,33,,,Satellite7,"(('18 Aug 2018 04:42:37.245', '18 Aug 2018 04:55:37.101'),)"
1,34,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:06.602'),)"
1,34,,,Satellite3,"(('18 Aug 2018 04:24:53.863', '18 Aug 2018 04:35:54.249'),)"
1,34,,,Satellite4,"(('18 Aug 2018 04:34:47.926', '18 Aug 2018 04:43:48.062'),)"
1,34,,,Satellite5,"(('18 Aug 2018 04:03:08.038', '18 Aug 2018 04:17:22.096'),)"
1,34,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:58.369'),)"
1,34,,,Satellite7,"(('18 Aug 2018 04:38:21.409', '18 Aug 2018 04:49:30.333'),)"
1,35,,,Satellite1,"(('18 Aug 2018 04:01:06.114', '18 Aug 2018 04:12:19.094'),)"
1,35,,,Satellite3,"(('18 Aug 2018 04:28:46.639', '18 Aug 2018 04:42:15.303'),)"
1,35,,,Satellite5,"(('18 Aug 2018 04:08:57.669', '18 Aug 2018 04:19:35.432'),)"
1,35,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:01:39.349'),)"
1,35,,,Satellite7,"(('18 Aug 2018 04:42:48.873', '18 Aug 2018 04:53:57.344'),)"
1,36,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:12:21.659'),)"
1,36,,,Satellite3,"(('18 Aug 2018 04:27:45.993', '18 Aug 2018 04:41:46.584'),)"
1,36,,,Satellite5,"(('18 Aug 2018 04:07:15.619', '18 Aug 2018 04:20:08.591'),)"
1,36,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:38.963'),)"
1,36,,,Satellite7,"(('18 Aug 2018 04:41:32.870', '18 Aug 2018 04:53:56.517'),)"
1,37,,,Satellite4,"(('18 Aug 2018 04:41:17.609', '18 Aug 2018 04:51:53.265'),)"
1,37,,,Satellite5,"(('18 Aug 2018 04:12:43.675', '18 Aug 2018 04:20:40.712'),)"
1,37,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:37.691'),)"
1,38,,,Satellite1,"(('18 Aug 2018 04:08:53.221', '18 Aug 2018 04:22:42.504'),)"
1,38,,,Satellite2,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:01:21.332'),)"
1,38,,,Satellite3,"(('18 Aug 2018 04:37:20.835', '18 Aug 2018 04:51:16.729'),)"
1,38,,,Satellite5,"(('18 Aug 2018 04:16:58.999', '18 Aug 2018 04:30:43.697'),)"
1,38,,,Satellite6,"(('18 Aug 2018 04:05:51.611', '18 Aug 2018 04:15:17.890'),)"
1,38,,,Satellite7,"(('18 Aug 2018 04:50:49.800', '18 Aug 2018 04:59:59.000'),)"
1,39,,,Satellite4,"(('18 Aug 2018 04:41:12.542', '18 Aug 2018 04:52:15.678'),)"
1,39,,,Satellite5,"(('18 Aug 2018 04:14:13.232', '18 Aug 2018 04:19:04.702'),)"
1,39,,,Satellite6,"(('18 Aug 2018 04:00:18.421', '18 Aug 2018 04:07:46.788'),)"
1,40,,,Satellite1,"(('18 Aug 2018 04:09:16.110', '18 Aug 2018 04:22:39.527'),)"
1,40,,,Satellite2,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:01:06.995'),)"
1,40,,,Satellite3,"(('18 Aug 2018 04:37:27.564', '18 Aug 2018 04:51:30.958'),)"
1,40,,,Satellite5,"(('18 Aug 2018 04:17:38.297', '18 Aug 2018 04:30:24.735'),)"
1,40,,,Satellite6,"(('18 Aug 2018 04:07:12.404', '18 Aug 2018 04:14:15.750'),)"
1,40,,,Satellite7,"(('18 Aug 2018 04:51:10.437', '18 Aug 2018 04:59:59.000'),)"
1,41,,,Satellite1,"(('18 Aug 2018 04:06:17.212', '18 Aug 2018 04:19:57.268'),)"
1,41,,,Satellite3,"(('18 Aug 2018 04:34:41.332', '18 Aug 2018 04:48:36.177'),)"
1,41,,,Satellite5,"(('18 Aug 2018 04:14:10.036', '18 Aug 2018 04:28:01.938'),)"
1,41,,,Satellite6,"(('18 Aug 2018 04:02:55.357', '18 Aug 2018 04:12:44.789'),)"
1,41,,,Satellite7,"(('18 Aug 2018 04:48:11.613', '18 Aug 2018 04:59:59.000'),)"
1,42,,,Satellite1,"(('18 Aug 2018 04:05:45.969', '18 Aug 2018 04:11:49.379'),)"
1,42,,,Satellite4,"(('18 Aug 2018 04:42:08.535', '18 Aug 2018 04:50:47.363'),)"
1,42,,,Satellite5,"(('18 Aug 2018 04:11:14.291', '18 Aug 2018 04:22:50.091'),)"
1,42,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:00.444'),)"
1,42,,,Satellite7,"(('18 Aug 2018 04:48:55.781', '18 Aug 2018 04:51:53.182'),)"
1,43,,,Satellite1,"(('18 Aug 2018 04:06:21.495', '18 Aug 2018 04:19:01.538'),)"
1,43,,,Satellite3,"(('18 Aug 2018 04:34:17.677', '18 Aug 2018 04:48:16.449'),)"
1,43,,,Satellite5,"(('18 Aug 2018 04:14:39.100', '18 Aug 2018 04:26:34.474'),)"
1,43,,,Satellite6,"(('18 Aug 2018 04:04:51.571', '18 Aug 2018 04:09:41.815'),)"
1,43,,,Satellite7,"(('18 Aug 2018 04:48:11.083', '18 Aug 2018 04:59:59.000'),)"
1,44,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:13.637'),)"
1,44,,,Satellite3,"(('18 Aug 2018 04:27:32.360', '18 Aug 2018 04:32:38.211'),)"
1,44,,,Satellite4,"(('18 Aug 2018 04:34:55.763', '18 Aug 2018 04:45:53.509'),)"
1,44,,,Satellite5,"(('18 Aug 2018 04:04:21.666', '18 Aug 2018 04:16:25.424'),)"
1,44,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:31.894'),)"
1,44,,,Satellite7,"(('18 Aug 2018 04:40:23.227', '18 Aug 2018 04:47:18.829'),)"
1,45,,,Satellite1,"(('18 Aug 2018 04:06:27.820', '18 Aug 2018 04:19:28.893'),)"
1,45,,,Satellite3,"(('18 Aug 2018 04:35:50.491', '18 Aug 2018 04:46:54.428'),)"
1,45,,,Satellite5,"(('18 Aug 2018 04:13:38.598', '18 Aug 2018 04:28:25.702'),)"
1,45,,,Satellite6,"(('18 Aug 2018 04:01:26.803', '18 Aug 2018 04:14:20.653'),)"
1,45,,,Satellite7,"(('18 Aug 2018 04:48:33.383', '18 Aug 2018 04:59:59.000'),)"
1,46,,,Satellite1,"(('18 Aug 2018 04:02:05.219', '18 Aug 2018 04:11:53.895'),)"
1,46,,,Satellite3,"(('18 Aug 2018 04:32:03.780', '18 Aug 2018 04:38:05.579'),)"
1,46,,,Satellite4,"(('18 Aug 2018 04:40:42.623', '18 Aug 2018 04:47:51.220'),)"
1,46,,,Satellite5,"(('18 Aug 2018 04:08:29.475', '18 Aug 2018 04:21:48.009'),)"
1,46,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:35.589'),)"
1,46,,,Satellite7,"(('18 Aug 2018 04:44:18.764', '18 Aug 2018 04:52:55.741'),)"
1,47,,,Satellite1,"(('18 Aug 2018 04:08:29.192', '18 Aug 2018 04:19:32.421'),)"
1,47,,,Satellite3,"(('18 Aug 2018 04:39:19.927', '18 Aug 2018 04:45:25.646'),)"
1,47,,,Satellite5,"(('18 Aug 2018 04:15:09.697', '18 Aug 2018 04:29:05.705'),)"
1,47,,,Satellite6,"(('18 Aug 2018 04:02:33.155', '18 Aug 2018 04:15:28.679'),)"
1,47,,,Satellite7,"(('18 Aug 2018 04:50:49.651', '18 Aug 2018 04:59:59.000'),)"
1,48,,,Satellite1,"(('18 Aug 2018 04:04:44.564', '18 Aug 2018 04:16:59.101'),)"
1,48,,,Satellite3,"(('18 Aug 2018 04:32:34.209', '18 Aug 2018 04:46:27.124'),)"
1,48,,,Satellite5,"(('18 Aug 2018 04:12:56.714', '18 Aug 2018 04:24:25.750'),)"
1,48,,,Satellite6,"(('18 Aug 2018 04:03:30.012', '18 Aug 2018 04:07:07.994'),)"
1,48,,,Satellite7,"(('18 Aug 2018 04:46:31.742', '18 Aug 2018 04:58:22.820'),)"
1,49,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:29.551'),)"
1,49,,,Satellite3,"(('18 Aug 2018 04:24:47.219', '18 Aug 2018 04:37:51.149'),)"
1,49,,,Satellite4,"(('18 Aug 2018 04:37:33.284', '18 Aug 2018 04:40:10.554'),)"
1,49,,,Satellite5,"(('18 Aug 2018 04:03:21.206', '18 Aug 2018 04:18:15.598'),)"
1,49,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:25.000'),)"
1,49,,,Satellite7,"(('18 Aug 2018 04:38:19.105', '18 Aug 2018 04:50:59.149'),)"
1,50,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:27.650'),)"
1,50,,,Satellite3,"(('18 Aug 2018 04:26:43.477', '18 Aug 2018 04:39:46.472'),)"
1,50,,,Satellite5,"(('18 Aug 2018 04:05:17.273', '18 Aug 2018 04:20:11.166'),)"
1,50,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:11.024'),)"
1,50,,,Satellite7,"(('18 Aug 2018 04:40:10.296', '18 Aug 2018 04:52:54.144'),)"
1,51,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:25.629'),)"
1,51,,,Satellite3,"(('18 Aug 2018 04:28:43.863', '18 Aug 2018 04:30:56.031'),)"
1,51,,,Satellite4,"(('18 Aug 2018 04:34:51.283', '18 Aug 2018 04:46:03.585'),)"
1,51,,,Satellite5,"(('18 Aug 2018 04:04:31.689', '18 Aug 2018 04:15:55.776'),)"
1,51,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:08.834'),)"
1,51,,,Satellite7,"(('18 Aug 2018 04:40:55.725', '18 Aug 2018 04:46:21.740'),)"
1,52,,,Satellite4,"(('18 Aug 2018 04:45:19.677', '18 Aug 2018 04:55:52.677'),)"
1,52,,,Satellite5,"(('18 Aug 2018 04:18:53.697', '18 Aug 2018 04:23:18.949'),)"
1,52,,,Satellite6,"(('18 Aug 2018 04:04:15.306', '18 Aug 2018 04:12:10.348'),)"
1,53,,,Satellite1,"(('18 Aug 2018 04:01:45.796', '18 Aug 2018 04:11:20.160'),)"
1,53,,,Satellite3,"(('18 Aug 2018 04:31:45.492', '18 Aug 2018 04:37:27.911'),)"
1,53,,,Satellite4,"(('18 Aug 2018 04:40:01.281', '18 Aug 2018 04:47:48.976'),)"
1,53,,,Satellite5,"(('18 Aug 2018 04:08:07.543', '18 Aug 2018 04:21:17.661'),)"
1,53,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:08.061'),)"
