batch_id,task_id,satellite,intervals
1,8,Satellite1,"(('18 Aug 2018 04:08:19.701', '18 Aug 2018 04:22:08.263'),)"
1,8,Satellite2,"(('18 Aug 2018 03:47:07.063', '18 Aug 2018 04:01:10.359'),)"
1,8,Satellite3,"(('18 Aug 2018 04:37:24.272', '18 Aug 2018 04:44:59.000'),)"
1,8,Satellite5,"(('18 Aug 2018 04:15:53.607', '18 Aug 2018 04:30:41.782'),)"
1,8,Satellite6,"(('18 Aug 2018 04:03:57.861', '18 Aug 2018 04:16:09.873'),)"
1,9,Satellite1,"(('18 Aug 2018 04:07:11.598', '18 Aug 2018 04:20:13.506'),)"
1,9,Satellite2,"(('18 Aug 2018 03:46:26.464', '18 Aug 2018 03:58:40.924'),)"
1,9,Satellite3,"(('18 Aug 2018 04:35:15.090', '18 Aug 2018 04:44:59.000'),)"
1,9,Satellite5,"(('18 Aug 2018 04:15:28.079', '18 Aug 2018 04:27:53.795'),)"
1,9,Satellite6,"(('18 Aug 2018 04:05:14.443', '18 Aug 2018 04:11:30.007'),)"
1,10,Satellite1,"(('18 Aug 2018 04:05:12.952', '18 Aug 2018 04:18:27.226'),)"
1,10,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:57:44.899'),)"
1,10,Satellite3,"(('18 Aug 2018 04:34:19.355', '18 Aug 2018 04:44:59.000'),)"
1,10,Satellite5,"(('18 Aug 2018 04:12:26.958', '18 Aug 2018 04:27:17.490'),)"
1,10,Satellite6,"(('18 Aug 2018 04:00:21.789', '18 Aug 2018 04:13:07.086'),)"
1,11,Satellite1,"(('18 Aug 2018 04:04:44.112', '18 Aug 2018 04:18:24.961'),)"
1,11,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:57:17.991'),)"
1,11,Satellite3,"(('18 Aug 2018 04:33:12.230', '18 Aug 2018 04:44:59.000'),)"
1,11,Satellite5,"(('18 Aug 2018 04:12:23.858', '18 Aug 2018 04:26:38.767'),)"
1,11,Satellite6,"(('18 Aug 2018 04:00:53.846', '18 Aug 2018 04:11:40.695'),)"
1,12,Satellite1,"(('18 Aug 2018 04:02:28.025', '18 Aug 2018 04:14:50.838'),)"
1,12,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:54:24.768'),)"
1,12,Satellite3,"(('18 Aug 2018 04:31:35.553', '18 Aug 2018 04:42:17.324'),)"
1,12,Satellite5,"(('18 Aug 2018 04:09:23.503', '18 Aug 2018 04:24:00.383'),)"
1,12,Satellite6,"(('18 Aug 2018 03:57:11.753', '18 Aug 2018 04:10:13.756'),)"
1,12,Satellite7,"(('18 Aug 2018 04:44:30.637', '18 Aug 2018 04:44:59.000'),)"
1,13,Satellite1,"(('18 Aug 2018 03:55:17.083', '18 Aug 2018 04:05:41.976'),)"
1,13,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:45:34.942'),)"
1,13,Satellite3,"(('18 Aug 2018 04:23:42.342', '18 Aug 2018 04:33:18.064'),)"
1,13,Satellite4,"(('18 Aug 2018 04:32:54.218', '18 Aug 2018 04:43:50.560'),)"
1,13,Satellite5,"(('18 Aug 2018 04:01:53.536', '18 Aug 2018 04:15:13.756'),)"
1,13,Satellite6,"(('18 Aug 2018 03:49:57.553', '18 Aug 2018 04:02:05.440'),)"
1,13,Satellite7,"(('18 Aug 2018 04:37:16.813', '18 Aug 2018 04:44:59.000'),)"
1,14,Satellite1,"(('18 Aug 2018 04:03:52.933', '18 Aug 2018 04:17:28.229'),)"
1,14,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:56:35.790'),)"
1,14,Satellite3,"(('18 Aug 2018 04:32:35.785', '18 Aug 2018 04:44:59.000'),)"
1,14,Satellite5,"(('18 Aug 2018 04:11:15.800', '18 Aug 2018 04:26:01.898'),)"
1,14,Satellite6,"(('18 Aug 2018 03:59:24.379', '18 Aug 2018 04:11:34.238'),)"
1,15,Satellite1,"(('18 Aug 2018 03:56:51.403', '18 Aug 2018 04:09:31.327'),)"
1,15,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:48:19.818'),)"
1,15,Satellite3,"(('18 Aug 2018 04:24:54.267', '18 Aug 2018 04:38:56.571'),)"
1,15,Satellite5,"(('18 Aug 2018 04:04:00.326', '18 Aug 2018 04:17:26.171'),)"
1,15,Satellite6,"(('18 Aug 2018 03:52:26.768', '18 Aug 2018 04:02:29.008'),)"
1,15,Satellite7,"(('18 Aug 2018 04:38:37.831', '18 Aug 2018 04:44:59.000'),)"
1,16,Satellite1,"(('18 Aug 2018 04:05:06.075', '18 Aug 2018 04:16:12.108'),)"
1,16,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:56:01.379'),)"
1,16,Satellite3,"(('18 Aug 2018 04:35:10.721', '18 Aug 2018 04:42:37.482'),)"
1,16,Satellite5,"(('18 Aug 2018 04:11:46.035', '18 Aug 2018 04:25:46.356'),)"
1,16,Satellite6,"(('18 Aug 2018 03:59:19.389', '18 Aug 2018 04:12:14.465'),)"
1,17,Satellite1,"(('18 Aug 2018 04:03:19.318', '18 Aug 2018 04:16:56.254'),)"
1,17,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:55:54.280'),)"
1,17,Satellite3,"(('18 Aug 2018 04:31:47.256', '18 Aug 2018 04:44:59.000'),)"
1,17,Satellite5,"(('18 Aug 2018 04:10:50.149', '18 Aug 2018 04:25:15.017'),)"
1,17,Satellite6,"(('18 Aug 2018 03:59:12.665', '18 Aug 2018 04:10:27.828'),)"
1,18,Satellite1,"(('18 Aug 2018 03:58:33.809', '18 Aug 2018 04:08:56.255'),)"
1,18,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:47:17.034'),)"
1,18,Satellite3,"(('18 Aug 2018 04:26:12.489', '18 Aug 2018 04:39:10.903'),)"
1,18,Satellite5,"(('18 Aug 2018 04:06:04.303', '18 Aug 2018 04:16:09.406'),)"
1,18,Satellite6,"(('18 Aug 2018 03:56:43.597', '18 Aug 2018 03:58:31.124'),)"
1,18,Satellite7,"(('18 Aug 2018 04:40:14.530', '18 Aug 2018 04:44:59.000'),)"
1,19,Satellite1,"(('18 Aug 2018 04:02:03.169', '18 Aug 2018 04:12:31.262'),)"
1,19,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:50:39.910'),)"
1,19,Satellite3,"(('18 Aug 2018 04:29:32.960', '18 Aug 2018 04:42:40.922'),)"
1,19,Satellite5,"(('18 Aug 2018 04:10:11.248', '18 Aug 2018 04:19:30.889'),)"
1,19,Satellite7,"(('18 Aug 2018 04:43:44.356', '18 Aug 2018 04:44:59.000'),)"
1,20,Satellite4,"(('18 Aug 2018 04:41:52.717', '18 Aug 2018 04:44:59.000'),)"
1,21,Satellite5,"(('18 Aug 2018 04:18:57.343', '18 Aug 2018 04:25:16.999'),)"
1,21,Satellite6,"(('18 Aug 2018 04:04:43.694', '18 Aug 2018 04:13:33.606'),)"
1,22,Satellite4,"(('18 Aug 2018 04:41:16.612', '18 Aug 2018 04:44:59.000'),)"
1,23,Satellite1,"(('18 Aug 2018 04:06:55.826', '18 Aug 2018 04:16:41.059'),)"
1,23,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:56:44.969'),)"
1,23,Satellite3,"(('18 Aug 2018 04:38:46.656', '18 Aug 2018 04:41:19.564'),)"
1,23,Satellite5,"(('18 Aug 2018 04:13:17.645', '18 Aug 2018 04:26:37.447'),)"
1,23,Satellite6,"(('18 Aug 2018 04:00:38.704', '18 Aug 2018 04:13:16.873'),)"
1,24,Satellite2,"(('18 Aug 2018 03:47:23.228', '18 Aug 2018 03:55:03.866'),)"
1,24,Satellite5,"(('18 Aug 2018 04:15:13.797', '18 Aug 2018 04:25:30.019'),)"
1,24,Satellite6,"(('18 Aug 2018 04:01:59.891', '18 Aug 2018 04:12:53.388'),)"
1,25,Satellite1,"(('18 Aug 2018 03:57:10.801', '18 Aug 2018 04:09:36.547'),)"
1,25,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:48:21.381'),)"
1,25,Satellite3,"(('18 Aug 2018 04:25:11.108', '18 Aug 2018 04:39:07.941'),)"
1,25,Satellite5,"(('18 Aug 2018 04:04:22.609', '18 Aug 2018 04:17:26.047'),)"
1,25,Satellite6,"(('18 Aug 2018 03:52:55.803', '18 Aug 2018 04:02:17.674'),)"
1,25,Satellite7,"(('18 Aug 2018 04:38:56.571', '18 Aug 2018 04:44:59.000'),)"
1,27,Satellite1,"(('18 Aug 2018 04:05:48.397', '18 Aug 2018 04:19:23.893'),)"
1,27,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:58:32.641'),)"
1,27,Satellite3,"(('18 Aug 2018 04:34:45.356', '18 Aug 2018 04:44:59.000'),)"
1,27,Satellite5,"(('18 Aug 2018 04:13:12.811', '18 Aug 2018 04:28:02.413'),)"
1,27,Satellite6,"(('18 Aug 2018 04:01:16.142', '18 Aug 2018 04:13:37.984'),)"
1,28,Satellite1,"(('18 Aug 2018 04:04:43.097', '18 Aug 2018 04:17:19.657'),)"
1,28,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:55:47.424'),)"
1,28,Satellite3,"(('18 Aug 2018 04:32:39.286', '18 Aug 2018 04:44:59.000'),)"
1,28,Satellite5,"(('18 Aug 2018 04:12:49.217', '18 Aug 2018 04:24:55.066'),)"
1,28,Satellite6,"(('18 Aug 2018 04:02:40.183', '18 Aug 2018 04:08:22.514'),)"
1,29,Satellite1,"(('18 Aug 2018 03:57:39.072', '18 Aug 2018 04:08:21.859'),)"
1,29,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:46:48.667'),)"
1,29,Satellite3,"(('18 Aug 2018 04:25:23.656', '18 Aug 2018 04:38:30.334'),)"
1,29,Satellite5,"(('18 Aug 2018 04:04:59.227', '18 Aug 2018 04:15:43.328'),)"
1,29,Satellite6,"(('18 Aug 2018 03:54:30.460', '18 Aug 2018 03:59:17.343'),)"
1,29,Satellite7,"(('18 Aug 2018 04:39:20.789', '18 Aug 2018 04:44:59.000'),)"
1,30,Satellite1,"(('18 Aug 2018 03:59:44.321', '18 Aug 2018 04:08:16.855'),)"
1,30,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:48:34.727'),)"
1,30,Satellite3,"(('18 Aug 2018 04:29:31.384', '18 Aug 2018 04:34:23.942'),)"
1,30,Satellite4,"(('18 Aug 2018 04:36:48.376', '18 Aug 2018 04:44:59.000'),)"
1,30,Satellite5,"(('18 Aug 2018 04:05:57.447', '18 Aug 2018 04:18:26.320'),)"
1,30,Satellite6,"(('18 Aug 2018 03:53:41.972', '18 Aug 2018 04:05:28.217'),)"
1,30,Satellite7,"(('18 Aug 2018 04:41:58.990', '18 Aug 2018 04:44:59.000'),)"
2,1,Satellite1,"(('18 Aug 2018 03:59:01.690', '18 Aug 2018 04:12:15.074'),)"
2,1,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:51:09.807'),)"
2,1,Satellite3,"(('18 Aug 2018 04:27:12.146', '18 Aug 2018 04:41:16.921'),)"
2,1,Satellite5,"(('18 Aug 2018 04:06:19.069', '18 Aug 2018 04:20:22.393'),)"
2,1,Satellite6,"(('18 Aug 2018 03:54:42.848', '18 Aug 2018 04:05:33.325'),)"
2,1,Satellite7,"(('18 Aug 2018 04:40:50.546', '18 Aug 2018 04:44:59.000'),)"
2,2,Satellite1,"(('18 Aug 2018 03:57:21.519', '18 Aug 2018 04:10:21.312'),)"
2,2,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:49:45.024'),)"
2,2,Satellite3,"(('18 Aug 2018 04:25:47.217', '18 Aug 2018 04:38:36.236'),)"
2,2,Satellite5,"(('18 Aug 2018 04:04:17.608', '18 Aug 2018 04:19:10.493'),)"
2,2,Satellite6,"(('18 Aug 2018 03:52:18.229', '18 Aug 2018 04:05:19.578'),)"
2,2,Satellite7,"(('18 Aug 2018 04:39:15.429', '18 Aug 2018 04:44:59.000'),)"
2,3,Satellite1,"(('18 Aug 2018 04:05:16.560', '18 Aug 2018 04:15:47.748'),)"
2,3,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:55:44.000'),)"
2,3,Satellite3,"(('18 Aug 2018 04:35:43.482', '18 Aug 2018 04:41:47.540'),)"
2,3,Satellite5,"(('18 Aug 2018 04:11:48.849', '18 Aug 2018 04:25:31.804'),)"
2,3,Satellite6,"(('18 Aug 2018 03:59:18.628', '18 Aug 2018 04:12:06.337'),)"
2,4,Satellite1,"(('18 Aug 2018 04:06:55.602', '18 Aug 2018 04:16:16.375'),)"
2,4,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:56:25.381'),)"
2,4,Satellite5,"(('18 Aug 2018 04:13:11.726', '18 Aug 2018 04:26:19.597'),)"
2,4,Satellite6,"(('18 Aug 2018 04:00:31.052', '18 Aug 2018 04:13:02.878'),)"
2,5,Satellite1,"(('18 Aug 2018 03:56:23.151', '18 Aug 2018 04:07:15.370'),)"
2,5,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:47:05.840'),)"
2,5,Satellite3,"(('18 Aug 2018 04:24:56.975', '18 Aug 2018 04:34:49.002'),)"
2,5,Satellite4,"(('18 Aug 2018 04:34:15.920', '18 Aug 2018 04:44:21.086'),)"
2,5,Satellite5,"(('18 Aug 2018 04:03:01.316', '18 Aug 2018 04:16:43.746'),)"
2,5,Satellite6,"(('18 Aug 2018 03:51:00.168', '18 Aug 2018 04:03:29.827'),)"
2,5,Satellite7,"(('18 Aug 2018 04:38:22.952', '18 Aug 2018 04:44:59.000'),)"
2,6,Satellite1,"(('18 Aug 2018 04:08:32.543', '18 Aug 2018 04:21:46.915'),)"
2,6,Satellite2,"(('18 Aug 2018 03:47:50.695', '18 Aug 2018 04:00:13.898'),)"
2,6,Satellite3,"(('18 Aug 2018 04:36:40.377', '18 Aug 2018 04:44:59.000'),)"
2,6,Satellite5,"(('18 Aug 2018 04:16:53.632', '18 Aug 2018 04:29:29.672'),)"
2,6,Satellite6,"(('18 Aug 2018 04:06:35.047', '18 Aug 2018 04:13:12.546'),)"
2,7,Satellite1,"(('18 Aug 2018 04:01:02.237', '18 Aug 2018 04:13:35.245'),)"
2,7,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:52:12.514'),)"
2,7,Satellite3,"(('18 Aug 2018 04:29:00.271', '18 Aug 2018 04:42:59.677'),)"
2,7,Satellite5,"(('18 Aug 2018 04:08:40.856', '18 Aug 2018 04:21:18.540'),)"
2,7,Satellite6,"(('18 Aug 2018 03:57:45.835', '18 Aug 2018 04:05:32.655'),)"
2,7,Satellite7,"(('18 Aug 2018 04:42:48.794', '18 Aug 2018 04:44:59.000'),)"
2,8,Satellite1,"(('18 Aug 2018 04:06:49.083', '18 Aug 2018 04:17:47.058'),)"
2,8,Satellite2,"(('18 Aug 2018 03:45:00.200', '18 Aug 2018 03:57:36.061'),)"
2,8,Satellite3,"(('18 Aug 2018 04:37:20.848', '18 Aug 2018 04:43:51.215'),)"
2,8,Satellite5,"(('18 Aug 2018 04:13:27.782', '18 Aug 2018 04:27:23.096'),)"
2,8,Satellite6,"(('18 Aug 2018 04:00:55.590', '18 Aug 2018 04:13:49.846'),)"
2,9,Satellite1,"(('18 Aug 2018 03:56:48.424', '18 Aug 2018 04:08:59.664'),)"
2,9,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:48:36.122'),)"
2,9,Satellite3,"(('18 Aug 2018 04:25:18.291', '18 Aug 2018 04:36:54.485'),)"
2,9,Satellite4,"(('18 Aug 2018 04:35:49.798', '18 Aug 2018 04:43:22.170'),)"
2,9,Satellite5,"(('18 Aug 2018 04:03:36.198', '18 Aug 2018 04:18:07.401'),)"
2,9,Satellite6,"(('18 Aug 2018 03:51:34.462', '18 Aug 2018 04:04:35.812'),)"
2,9,Satellite7,"(('18 Aug 2018 04:38:44.843', '18 Aug 2018 04:44:59.000'),)"
2,10,Satellite1,"(('18 Aug 2018 04:02:18.201', '18 Aug 2018 04:13:27.782'),)"
2,10,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:51:43.723'),)"
2,10,Satellite3,"(('18 Aug 2018 04:29:55.996', '18 Aug 2018 04:43:22.997'),)"
2,10,Satellite5,"(('18 Aug 2018 04:10:21.648', '18 Aug 2018 04:20:39.636'),)"
2,10,Satellite7,"(('18 Aug 2018 04:44:01.265', '18 Aug 2018 04:44:59.000'),)"
2,11,Satellite4,"(('18 Aug 2018 04:42:57.330', '18 Aug 2018 04:44:59.000'),)"
2,12,Satellite1,"(('18 Aug 2018 04:04:33.857', '18 Aug 2018 04:17:05.563'),)"
2,12,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:56:36.008'),)"
2,12,Satellite3,"(('18 Aug 2018 04:33:54.980', '18 Aug 2018 04:44:24.165'),)"
2,12,Satellite5,"(('18 Aug 2018 04:11:33.915', '18 Aug 2018 04:26:12.893'),)"
2,12,Satellite6,"(('18 Aug 2018 03:59:19.674', '18 Aug 2018 04:12:20.180'),)"
2,13,Satellite2,"(('18 Aug 2018 03:49:42.524', '18 Aug 2018 03:56:43.180'),)"
2,13,Satellite5,"(('18 Aug 2018 04:17:25.946', '18 Aug 2018 04:27:16.901'),)"
2,13,Satellite6,"(('18 Aug 2018 04:03:57.479', '18 Aug 2018 04:14:41.751'),)"
2,14,Satellite1,"(('18 Aug 2018 04:02:28.010', '18 Aug 2018 04:15:51.129'),)"
2,14,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:55:05.299'),)"
2,14,Satellite3,"(('18 Aug 2018 04:31:10.860', '18 Aug 2018 04:43:57.297'),)"
2,14,Satellite5,"(('18 Aug 2018 04:09:41.823', '18 Aug 2018 04:24:32.265'),)"
2,14,Satellite6,"(('18 Aug 2018 03:57:44.902', '18 Aug 2018 04:10:16.675'),)"
2,14,Satellite7,"(('18 Aug 2018 04:44:24.957', '18 Aug 2018 04:44:59.000'),)"
2,15,Satellite1,"(('18 Aug 2018 04:02:47.571', '18 Aug 2018 04:15:10.463'),)"
2,15,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:53:41.220'),)"
2,15,Satellite3,"(('18 Aug 2018 04:30:42.183', '18 Aug 2018 04:44:36.216'),)"
2,15,Satellite5,"(('18 Aug 2018 04:10:41.000', '18 Aug 2018 04:22:46.682'),)"
2,15,Satellite6,"(('18 Aug 2018 04:00:16.383', '18 Aug 2018 04:06:28.035'),)"
2,15,Satellite7,"(('18 Aug 2018 04:44:34.395', '18 Aug 2018 04:44:59.000'),)"
2,16,Satellite1,"(('18 Aug 2018 04:09:18.387', '18 Aug 2018 04:22:49.399'),)"
2,16,Satellite2,"(('18 Aug 2018 03:48:35.319', '18 Aug 2018 04:01:19.225'),)"
2,16,Satellite3,"(('18 Aug 2018 04:37:33.605', '18 Aug 2018 04:44:59.000'),)"
2,16,Satellite5,"(('18 Aug 2018 04:17:37.368', '18 Aug 2018 04:30:38.220'),)"
2,16,Satellite6,"(('18 Aug 2018 04:07:00.362', '18 Aug 2018 04:14:40.731'),)"
2,17,Satellite1,"(('18 Aug 2018 03:58:41.864', '18 Aug 2018 04:11:08.694'),)"
2,17,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:50:42.122'),)"
2,17,Satellite3,"(('18 Aug 2018 04:27:21.316', '18 Aug 2018 04:38:59.467'),)"
2,17,Satellite4,"(('18 Aug 2018 04:40:09.587', '18 Aug 2018 04:42:28.844'),)"
2,17,Satellite5,"(('18 Aug 2018 04:05:33.795', '18 Aug 2018 04:20:13.488'),)"
2,17,Satellite6,"(('18 Aug 2018 03:53:29.082', '18 Aug 2018 04:06:32.945'),)"
2,17,Satellite7,"(('18 Aug 2018 04:40:39.295', '18 Aug 2018 04:44:59.000'),)"
2,18,Satellite1,"(('18 Aug 2018 04:03:07.052', '18 Aug 2018 04:15:28.535'),)"
2,18,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:55:02.383'),)"
2,18,Satellite3,"(('18 Aug 2018 04:32:20.118', '18 Aug 2018 04:42:50.533'),)"
2,18,Satellite5,"(('18 Aug 2018 04:10:03.012', '18 Aug 2018 04:24:38.769'),)"
2,18,Satellite6,"(('18 Aug 2018 03:57:49.963', '18 Aug 2018 04:10:51.310'),)"
2,19,Satellite1,"(('18 Aug 2018 04:03:14.073', '18 Aug 2018 04:16:00.486'),)"
2,19,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:55:27.747'),)"
2,19,Satellite3,"(('18 Aug 2018 04:32:18.799', '18 Aug 2018 04:43:35.619'),)"
2,19,Satellite5,"(('18 Aug 2018 04:10:16.573', '18 Aug 2018 04:25:01.507'),)"
2,19,Satellite6,"(('18 Aug 2018 03:58:07.608', '18 Aug 2018 04:11:05.281'),)"
2,20,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:48:44.530'),)"
2,20,Satellite4,"(('18 Aug 2018 04:39:02.278', '18 Aug 2018 04:44:59.000'),)"
2,20,Satellite5,"(('18 Aug 2018 04:09:35.586', '18 Aug 2018 04:19:11.540'),)"
2,20,Satellite6,"(('18 Aug 2018 03:56:50.340', '18 Aug 2018 04:06:47.249'),)"
2,21,Satellite1,"(('18 Aug 2018 03:56:03.368', '18 Aug 2018 04:06:04.217'),)"
2,21,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:46:02.035'),)"
2,21,Satellite3,"(('18 Aug 2018 04:24:37.563', '18 Aug 2018 04:33:28.497'),)"
2,21,Satellite4,"(('18 Aug 2018 04:33:33.009', '18 Aug 2018 04:44:24.504'),)"
2,21,Satellite5,"(('18 Aug 2018 04:02:35.999', '18 Aug 2018 04:15:43.462'),)"
2,21,Satellite6,"(('18 Aug 2018 03:50:37.028', '18 Aug 2018 04:02:37.720'),)"
2,21,Satellite7,"(('18 Aug 2018 04:38:05.215', '18 Aug 2018 04:44:59.000'),)"
2,22,Satellite1,"(('18 Aug 2018 04:05:01.589', '18 Aug 2018 04:13:10.834'),)"
2,22,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:53:36.275'),)"
2,22,Satellite4,"(('18 Aug 2018 04:42:56.036', '18 Aug 2018 04:44:59.000'),)"
2,22,Satellite5,"(('18 Aug 2018 04:11:02.388', '18 Aug 2018 04:23:34.094'),)"
2,22,Satellite6,"(('18 Aug 2018 03:58:24.613', '18 Aug 2018 04:10:31.069'),)"
2,23,Satellite1,"(('18 Aug 2018 04:01:43.147', '18 Aug 2018 04:13:46.404'),)"
2,23,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:52:15.449'),)"
2,23,Satellite3,"(('18 Aug 2018 04:29:33.776', '18 Aug 2018 04:43:22.114'),)"
2,23,Satellite5,"(('18 Aug 2018 04:09:31.871', '18 Aug 2018 04:21:17.967'),)"
2,23,Satellite6,"(('18 Aug 2018 03:59:12.571', '18 Aug 2018 04:04:50.943'),)"
2,23,Satellite7,"(('18 Aug 2018 04:43:28.499', '18 Aug 2018 04:44:59.000'),)"
2,24,Satellite1,"(('18 Aug 2018 04:05:08.771', '18 Aug 2018 04:18:25.280'),)"
2,24,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:57:42.182'),)"
