batch_id,task_id,latitude,longitude,satellite,intervals
2,1,,,Satellite4,"(('18 Aug 2018 04:46:15.256', '18 Aug 2018 04:52:34.793'),)"
2,1,,,Satellite5,"(('18 Aug 2018 04:14:08.166', '18 Aug 2018 04:26:19.470'),)"
2,1,,,Satellite6,"(('18 Aug 2018 04:01:15.271', '18 Aug 2018 04:13:16.628'),)"
2,1,,,Satellite7,"(('18 Aug 2018 04:51:19.956', '18 Aug 2018 04:55:55.688'),)"
2,2,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:09.307'),)"
2,2,,,Satellite3,"(('18 Aug 2018 04:26:50.595', '18 Aug 2018 04:39:14.097'),)"
2,2,,,Satellite5,"(('18 Aug 2018 04:05:14.203', '18 Aug 2018 04:20:04.052'),)"
2,2,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:15.331'),)"
2,2,,,Satellite7,"(('18 Aug 2018 04:40:13.712', '18 Aug 2018 04:52:33.588'),)"
2,3,,,Satellite1,"(('18 Aug 2018 04:03:24.199', '18 Aug 2018 04:14:35.855'),)"
2,3,,,Satellite3,"(('18 Aug 2018 04:30:59.963', '18 Aug 2018 04:44:29.529'),)"
2,3,,,Satellite5,"(('18 Aug 2018 04:11:38.767', '18 Aug 2018 04:21:43.723'),)"
2,3,,,Satellite7,"(('18 Aug 2018 04:45:07.697', '18 Aug 2018 04:56:08.028'),)"
2,4,,,Satellite1,"(('18 Aug 2018 04:02:31.143', '18 Aug 2018 04:15:04.678'),)"
2,4,,,Satellite3,"(('18 Aug 2018 04:30:28.770', '18 Aug 2018 04:44:26.173'),)"
2,4,,,Satellite5,"(('18 Aug 2018 04:10:20.285', '18 Aug 2018 04:22:45.508'),)"
2,4,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:43.408'),)"
2,4,,,Satellite7,"(('18 Aug 2018 04:44:18.412', '18 Aug 2018 04:56:32.920'),)"
2,5,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:51.733'),)"
2,5,,,Satellite3,"(('18 Aug 2018 04:24:53.964', '18 Aug 2018 04:39:00.791'),)"
2,5,,,Satellite5,"(('18 Aug 2018 04:03:51.974', '18 Aug 2018 04:17:59.080'),)"
2,5,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:21.184'),)"
2,5,,,Satellite7,"(('18 Aug 2018 04:38:33.895', '18 Aug 2018 04:51:28.983'),)"
2,6,,,Satellite1,"(('18 Aug 2018 04:08:05.241', '18 Aug 2018 04:17:00.066'),)"
2,6,,,Satellite4,"(('18 Aug 2018 04:47:55.567', '18 Aug 2018 04:51:40.028'),)"
2,6,,,Satellite5,"(('18 Aug 2018 04:14:14.770', '18 Aug 2018 04:27:09.869'),)"
2,6,,,Satellite6,"(('18 Aug 2018 04:01:28.359', '18 Aug 2018 04:13:54.821'),)"
2,6,,,Satellite7,"(('18 Aug 2018 04:50:40.608', '18 Aug 2018 04:57:34.588'),)"
2,7,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:34.512'),)"
2,7,,,Satellite3,"(('18 Aug 2018 04:25:38.793', '18 Aug 2018 04:39:44.587'),)"
2,7,,,Satellite5,"(('18 Aug 2018 04:04:41.728', '18 Aug 2018 04:18:39.325'),)"
2,7,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:53.826'),)"
2,7,,,Satellite7,"(('18 Aug 2018 04:39:19.164', '18 Aug 2018 04:52:10.745'),)"
2,8,,,Satellite1,"(('18 Aug 2018 04:00:44.929', '18 Aug 2018 04:13:58.121'),)"
2,8,,,Satellite3,"(('18 Aug 2018 04:29:22.385', '18 Aug 2018 04:42:06.827'),)"
2,8,,,Satellite5,"(('18 Aug 2018 04:07:51.917', '18 Aug 2018 04:22:42.572'),)"
2,8,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:35.195'),)"
2,8,,,Satellite7,"(('18 Aug 2018 04:42:40.742', '18 Aug 2018 04:55:18.751'),)"
2,9,,,Satellite1,"(('18 Aug 2018 04:01:43.550', '18 Aug 2018 04:03:52.284'),)"
2,9,,,Satellite4,"(('18 Aug 2018 04:35:52.889', '18 Aug 2018 04:47:12.897'),)"
2,9,,,Satellite5,"(('18 Aug 2018 04:06:12.692', '18 Aug 2018 04:16:01.436'),)"
2,9,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:30.836'),)"
2,10,,,Satellite1,"(('18 Aug 2018 04:00:40.878', '18 Aug 2018 04:14:05.996'),)"
2,10,,,Satellite3,"(('18 Aug 2018 04:29:10.196', '18 Aug 2018 04:42:30.224'),)"
2,10,,,Satellite5,"(('18 Aug 2018 04:07:53.916', '18 Aug 2018 04:22:38.614'),)"
2,10,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:17.635'),)"
2,10,,,Satellite7,"(('18 Aug 2018 04:42:34.651', '18 Aug 2018 04:55:28.987'),)"
2,11,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:34.556'),)"
2,11,,,Satellite3,"(('18 Aug 2018 04:23:32.806', '18 Aug 2018 04:33:11.940'),)"
2,11,,,Satellite4,"(('18 Aug 2018 04:32:46.245', '18 Aug 2018 04:43:45.116'),)"
2,11,,,Satellite5,"(('18 Aug 2018 04:01:45.596', '18 Aug 2018 04:15:05.749'),)"
2,11,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:01:57.445'),)"
2,11,,,Satellite7,"(('18 Aug 2018 04:37:08.379', '18 Aug 2018 04:46:56.625'),)"
2,12,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:37.797'),)"
2,12,,,Satellite3,"(('18 Aug 2018 04:25:13.606', '18 Aug 2018 04:36:27.510'),)"
2,12,,,Satellite4,"(('18 Aug 2018 04:35:23.641', '18 Aug 2018 04:43:42.937'),)"
2,12,,,Satellite5,"(('18 Aug 2018 04:03:28.316', '18 Aug 2018 04:17:50.301'),)"
2,12,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:23.093'),)"
2,12,,,Satellite7,"(('18 Aug 2018 04:38:39.819', '18 Aug 2018 04:50:01.616'),)"
2,13,,,Satellite1,"(('18 Aug 2018 04:00:48.818', '18 Aug 2018 04:13:18.794'),)"
2,13,,,Satellite3,"(('18 Aug 2018 04:29:41.778', '18 Aug 2018 04:40:58.868'),)"
2,13,,,Satellite5,"(('18 Aug 2018 04:07:43.938', '18 Aug 2018 04:22:24.553'),)"
2,13,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:38.603'),)"
2,13,,,Satellite7,"(('18 Aug 2018 04:42:48.589', '18 Aug 2018 04:54:35.263'),)"
2,14,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:09.252'),)"
2,14,,,Satellite3,"(('18 Aug 2018 04:26:43.048', '18 Aug 2018 04:40:08.000'),)"
2,14,,,Satellite5,"(('18 Aug 2018 04:06:29.264', '18 Aug 2018 04:17:32.501'),)"
2,14,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:01:00.327'),)"
2,14,,,Satellite7,"(('18 Aug 2018 04:40:40.526', '18 Aug 2018 04:51:52.480'),)"
2,15,,,Satellite1,"(('18 Aug 2018 04:04:21.515', '18 Aug 2018 04:17:49.240'),)"
2,15,,,Satellite3,"(('18 Aug 2018 04:33:13.995', '18 Aug 2018 04:45:47.102'),)"
2,15,,,Satellite5,"(('18 Aug 2018 04:11:40.158', '18 Aug 2018 04:26:30.759'),)"
2,15,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:12:11.848'),)"
2,15,,,Satellite7,"(('18 Aug 2018 04:46:20.718', '18 Aug 2018 04:59:00.430'),)"
2,16,,,Satellite1,"(('18 Aug 2018 04:02:49.435', '18 Aug 2018 04:10:59.362'),)"
2,16,,,Satellite4,"(('18 Aug 2018 04:40:11.178', '18 Aug 2018 04:48:48.751'),)"
2,16,,,Satellite5,"(('18 Aug 2018 04:08:53.131', '18 Aug 2018 04:21:20.341'),)"
2,16,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:20.817'),)"
2,16,,,Satellite7,"(('18 Aug 2018 04:45:14.943', '18 Aug 2018 04:51:49.025'),)"
2,17,,,Satellite1,"(('18 Aug 2018 04:02:27.816', '18 Aug 2018 04:14:57.108'),)"
2,17,,,Satellite3,"(('18 Aug 2018 04:31:33.199', '18 Aug 2018 04:42:26.925'),)"
2,17,,,Satellite5,"(('18 Aug 2018 04:09:24.796', '18 Aug 2018 04:24:04.391'),)"
2,17,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:15.737'),)"
2,17,,,Satellite7,"(('18 Aug 2018 04:44:29.938', '18 Aug 2018 04:56:09.019'),)"
2,18,,,Satellite1,"(('18 Aug 2018 04:03:36.923', '18 Aug 2018 04:14:31.769'),)"
2,18,,,Satellite3,"(('18 Aug 2018 04:33:28.156', '18 Aug 2018 04:41:04.103'),)"
2,18,,,Satellite5,"(('18 Aug 2018 04:10:14.070', '18 Aug 2018 04:24:08.940'),)"
2,18,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:41.921'),)"
2,18,,,Satellite7,"(('18 Aug 2018 04:45:48.213', '18 Aug 2018 04:55:33.887'),)"
2,19,,,Satellite1,"(('18 Aug 2018 04:03:44.972', '18 Aug 2018 04:16:48.602'),)"
2,19,,,Satellite3,"(('18 Aug 2018 04:32:45.969', '18 Aug 2018 04:44:31.766'),)"
2,19,,,Satellite5,"(('18 Aug 2018 04:10:53.457', '18 Aug 2018 04:25:42.418'),)"
2,19,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:37.980'),)"
2,19,,,Satellite7,"(('18 Aug 2018 04:45:45.946', '18 Aug 2018 04:57:59.421'),)"
2,20,,,Satellite1,"(('18 Aug 2018 04:00:18.038', '18 Aug 2018 04:09:18.063'),)"
2,20,,,Satellite3,"(('18 Aug 2018 04:30:05.349', '18 Aug 2018 04:35:29.689'),)"
2,20,,,Satellite4,"(('18 Aug 2018 04:37:43.648', '18 Aug 2018 04:47:10.497'),)"
2,20,,,Satellite5,"(('18 Aug 2018 04:06:35.107', '18 Aug 2018 04:19:21.976'),)"
2,20,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:19.593'),)"
2,20,,,Satellite7,"(('18 Aug 2018 04:42:31.653', '18 Aug 2018 04:50:21.474'),)"
3,1,,,Satellite1,"(('18 Aug 2018 04:01:03.931', '18 Aug 2018 04:13:42.824'),)"
3,1,,,Satellite3,"(('18 Aug 2018 04:29:03.696', '18 Aug 2018 04:43:03.943'),)"
3,1,,,Satellite5,"(('18 Aug 2018 04:08:41.445', '18 Aug 2018 04:21:28.804'),)"
3,1,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:49.052'),)"
3,1,,,Satellite7,"(('18 Aug 2018 04:42:50.897', '18 Aug 2018 04:55:14.301'),)"
3,2,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:28.025'),)"
3,2,,,Satellite3,"(('18 Aug 2018 04:26:45.400', '18 Aug 2018 04:40:49.110'),)"
3,2,,,Satellite5,"(('18 Aug 2018 04:06:03.439', '18 Aug 2018 04:19:21.100'),)"
3,2,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:09.962'),)"
3,2,,,Satellite7,"(('18 Aug 2018 04:40:29.685', '18 Aug 2018 04:53:04.190'),)"
3,3,,,Satellite1,"(('18 Aug 2018 04:03:06.076', '18 Aug 2018 04:16:21.650'),)"
3,3,,,Satellite3,"(('18 Aug 2018 04:31:56.909', '18 Aug 2018 04:44:17.452'),)"
3,3,,,Satellite5,"(('18 Aug 2018 04:10:17.854', '18 Aug 2018 04:25:08.515'),)"
3,3,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:57.932'),)"
3,3,,,Satellite7,"(('18 Aug 2018 04:45:04.832', '18 Aug 2018 04:57:35.556'),)"
3,4,,,Satellite1,"(('18 Aug 2018 04:07:57.375', '18 Aug 2018 04:21:42.742'),)"
3,4,,,Satellite2,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:00:46.528'),)"
3,4,,,Satellite3,"(('18 Aug 2018 04:37:02.095', '18 Aug 2018 04:49:34.802'),)"
3,4,,,Satellite5,"(('18 Aug 2018 04:15:29.049', '18 Aug 2018 04:30:17.969'),)"
3,4,,,Satellite6,"(('18 Aug 2018 04:03:32.273', '18 Aug 2018 04:15:48.230'),)"
3,4,,,Satellite7,"(('18 Aug 2018 04:49:59.950', '18 Aug 2018 04:59:59.000'),)"
3,5,,,Satellite4,"(('18 Aug 2018 04:39:10.081', '18 Aug 2018 04:50:21.572'),)"
3,5,,,Satellite5,"(('18 Aug 2018 04:11:06.714', '18 Aug 2018 04:17:49.816'),)"
3,5,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:00.054'),)"
3,6,,,Satellite4,"(('18 Aug 2018 04:38:03.773', '18 Aug 2018 04:48:59.522'),)"
3,6,,,Satellite5,"(('18 Aug 2018 04:08:35.712', '18 Aug 2018 04:18:13.151'),)"
3,6,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:47.785'),)"
3,7,,,Satellite4,"(('18 Aug 2018 04:41:39.052', '18 Aug 2018 04:52:32.497'),)"
3,7,,,Satellite5,"(('18 Aug 2018 04:14:13.916', '18 Aug 2018 04:20:00.527'),)"
3,7,,,Satellite6,"(('18 Aug 2018 04:00:28.306', '18 Aug 2018 04:08:28.518'),)"
3,8,,,Satellite1,"(('18 Aug 2018 04:01:30.908', '18 Aug 2018 04:13:44.964'),)"
3,8,,,Satellite3,"(('18 Aug 2018 04:30:33.795', '18 Aug 2018 04:41:12.681'),)"
3,8,,,Satellite5,"(('18 Aug 2018 04:08:23.300', '18 Aug 2018 04:22:57.077'),)"
3,8,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:15.041'),)"
3,8,,,Satellite7,"(('18 Aug 2018 04:43:32.807', '18 Aug 2018 04:54:58.426'),)"
3,9,,,Satellite1,"(('18 Aug 2018 04:07:36.787', '18 Aug 2018 04:10:07.878'),)"
3,9,,,Satellite4,"(('18 Aug 2018 04:41:59.909', '18 Aug 2018 04:51:26.843'),)"
3,9,,,Satellite5,"(('18 Aug 2018 04:11:52.523', '18 Aug 2018 04:22:25.551'),)"
3,9,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:49.378'),)"
3,10,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:52.725'),)"
3,10,,,Satellite3,"(('18 Aug 2018 04:24:58.149', '18 Aug 2018 04:33:08.442'),)"
3,10,,,Satellite4,"(('18 Aug 2018 04:33:39.275', '18 Aug 2018 04:44:38.301'),)"
3,10,,,Satellite5,"(('18 Aug 2018 04:02:47.963', '18 Aug 2018 04:15:38.661'),)"
3,10,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:02:36.211'),)"
3,10,,,Satellite7,"(('18 Aug 2018 04:38:22.681', '18 Aug 2018 04:47:09.337'),)"
3,11,,,Satellite1,"(('18 Aug 2018 04:03:38.097', '18 Aug 2018 04:13:52.713'),)"
3,11,,,Satellite3,"(('18 Aug 2018 04:33:48.837', '18 Aug 2018 04:40:00.645'),)"
3,11,,,Satellite4,"(('18 Aug 2018 04:43:41.915', '18 Aug 2018 04:48:04.665'),)"
3,11,,,Satellite5,"(('18 Aug 2018 04:10:06.968', '18 Aug 2018 04:23:40.944'),)"
3,11,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:21.327'),)"
3,11,,,Satellite7,"(('18 Aug 2018 04:45:52.761', '18 Aug 2018 04:54:51.772'),)"
3,12,,,Satellite1,"(('18 Aug 2018 04:06:54.840', '18 Aug 2018 04:20:33.952'),)"
3,12,,,Satellite3,"(('18 Aug 2018 04:35:17.391', '18 Aug 2018 04:49:14.698'),)"
3,12,,,Satellite5,"(('18 Aug 2018 04:14:52.908', '18 Aug 2018 04:28:35.302'),)"
3,12,,,Satellite6,"(('18 Aug 2018 04:03:44.844', '18 Aug 2018 04:13:10.573'),)"
3,12,,,Satellite7,"(('18 Aug 2018 04:48:49.325', '18 Aug 2018 04:59:59.000'),)"
3,13,,,Satellite4,"(('18 Aug 2018 04:44:53.446', '18 Aug 2018 04:56:17.912'),)"
3,14,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:20.166'),)"
3,14,,,Satellite3,"(('18 Aug 2018 04:26:24.226', '18 Aug 2018 04:39:48.408'),)"
3,14,,,Satellite5,"(('18 Aug 2018 04:05:04.063', '18 Aug 2018 04:19:56.779'),)"
3,14,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:50.010'),)"
3,14,,,Satellite7,"(('18 Aug 2018 04:39:53.919', '18 Aug 2018 04:52:48.534'),)"
3,15,,,Satellite4,"(('18 Aug 2018 04:44:08.214', '18 Aug 2018 04:54:04.141'),)"
3,15,,,Satellite5,"(('18 Aug 2018 04:15:25.662', '18 Aug 2018 04:23:41.062'),)"
3,15,,,Satellite6,"(('18 Aug 2018 04:01:53.783', '18 Aug 2018 04:11:32.772'),)"
