batch_id,task_id,latitude,longitude,satellite,intervals
1,18,,,Satellite7,"(('18 Aug 2018 04:47:19.443', '18 Aug 2018 04:58:42.255'),)"
1,19,,,Satellite1,"(('18 Aug 2018 04:02:23.237', '18 Aug 2018 04:15:54.260'),)"
1,19,,,Satellite3,"(('18 Aug 2018 04:30:58.687', '18 Aug 2018 04:44:12.466'),)"
1,19,,,Satellite5,"(('18 Aug 2018 04:09:42.257', '18 Aug 2018 04:24:26.531'),)"
1,19,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:00.329'),)"
1,19,,,Satellite7,"(('18 Aug 2018 04:44:18.512', '18 Aug 2018 04:57:12.766'),)"
1,20,,,Satellite1,"(('18 Aug 2018 04:08:55.784', '18 Aug 2018 04:21:07.605'),)"
1,20,,,Satellite3,"(('18 Aug 2018 04:36:40.952', '18 Aug 2018 04:50:29.510'),)"
1,20,,,Satellite5,"(('18 Aug 2018 04:17:42.061', '18 Aug 2018 04:28:23.688'),)"
1,20,,,Satellite7,"(('18 Aug 2018 04:50:45.982', '18 Aug 2018 04:59:59.000'),)"
1,21,,,Satellite4,"(('18 Aug 2018 04:38:13.804', '18 Aug 2018 04:49:15.842'),)"
1,21,,,Satellite5,"(('18 Aug 2018 04:09:03.976', '18 Aug 2018 04:18:02.837'),)"
1,21,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:05:44.696'),)"
1,22,,,Satellite1,"(('18 Aug 2018 04:00:20.110', '18 Aug 2018 04:13:38.166'),)"
1,22,,,Satellite3,"(('18 Aug 2018 04:28:53.103', '18 Aug 2018 04:41:53.784'),)"
1,22,,,Satellite5,"(('18 Aug 2018 04:07:28.106', '18 Aug 2018 04:22:18.469'),)"
1,22,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:07.724'),)"
1,22,,,Satellite7,"(('18 Aug 2018 04:42:14.848', '18 Aug 2018 04:55:00.577'),)"
1,23,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:36.293'),)"
1,23,,,Satellite3,"(('18 Aug 2018 04:27:00.803', '18 Aug 2018 04:39:54.950'),)"
1,23,,,Satellite5,"(('18 Aug 2018 04:07:08.681', '18 Aug 2018 04:16:41.990'),)"
1,23,,,Satellite7,"(('18 Aug 2018 04:41:07.296', '18 Aug 2018 04:51:22.925'),)"
1,24,,,Satellite4,"(('18 Aug 2018 04:44:32.872', '18 Aug 2018 04:55:49.662'),)"
1,24,,,Satellite6,"(('18 Aug 2018 04:06:36.407', '18 Aug 2018 04:08:40.184'),)"
1,25,,,Satellite1,"(('18 Aug 2018 04:04:35.083', '18 Aug 2018 04:11:30.027'),)"
1,25,,,Satellite4,"(('18 Aug 2018 04:41:23.009', '18 Aug 2018 04:50:00.503'),)"
1,25,,,Satellite5,"(('18 Aug 2018 04:10:18.897', '18 Aug 2018 04:22:13.977'),)"
1,25,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:20.612'),)"
1,25,,,Satellite7,"(('18 Aug 2018 04:47:20.206', '18 Aug 2018 04:51:59.091'),)"
1,26,,,Satellite4,"(('18 Aug 2018 04:44:55.660', '18 Aug 2018 04:56:18.119'),)"
1,27,,,Satellite1,"(('18 Aug 2018 04:01:04.335', '18 Aug 2018 04:11:40.051'),)"
1,27,,,Satellite3,"(('18 Aug 2018 04:28:38.003', '18 Aug 2018 04:41:48.483'),)"
1,27,,,Satellite5,"(('18 Aug 2018 04:09:00.520', '18 Aug 2018 04:18:45.997'),)"
1,27,,,Satellite7,"(('18 Aug 2018 04:42:45.579', '18 Aug 2018 04:53:20.958'),)"
1,28,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:11:39.264'),)"
1,28,,,Satellite3,"(('18 Aug 2018 04:27:14.209', '18 Aug 2018 04:39:46.072'),)"
1,28,,,Satellite5,"(('18 Aug 2018 04:05:39.505', '18 Aug 2018 04:20:31.240'),)"
1,28,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:38.459'),)"
1,28,,,Satellite7,"(('18 Aug 2018 04:40:36.756', '18 Aug 2018 04:53:03.254'),)"
1,29,,,Satellite1,"(('18 Aug 2018 04:03:43.196', '18 Aug 2018 04:10:35.106'),)"
1,29,,,Satellite4,"(('18 Aug 2018 04:40:19.749', '18 Aug 2018 04:49:27.367'),)"
1,29,,,Satellite5,"(('18 Aug 2018 04:09:27.803', '18 Aug 2018 04:21:18.867'),)"
1,29,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:27.207'),)"
1,29,,,Satellite7,"(('18 Aug 2018 04:46:25.123', '18 Aug 2018 04:51:07.998'),)"
1,30,,,Satellite1,"(('18 Aug 2018 04:06:05.794', '18 Aug 2018 04:19:49.219'),)"
1,30,,,Satellite3,"(('18 Aug 2018 04:34:33.543', '18 Aug 2018 04:48:23.468'),)"
1,30,,,Satellite5,"(('18 Aug 2018 04:13:54.464', '18 Aug 2018 04:27:58.207'),)"
1,30,,,Satellite6,"(('18 Aug 2018 04:02:32.576', '18 Aug 2018 04:12:49.545'),)"
1,30,,,Satellite7,"(('18 Aug 2018 04:48:00.752', '18 Aug 2018 04:59:59.000'),)"
2,1,,,Satellite1,"(('18 Aug 2018 04:06:41.755', '18 Aug 2018 04:17:11.007'),)"
2,1,,,Satellite3,"(('18 Aug 2018 04:37:32.891', '18 Aug 2018 04:42:52.424'),)"
2,1,,,Satellite5,"(('18 Aug 2018 04:13:13.808', '18 Aug 2018 04:26:55.146'),)"
2,1,,,Satellite6,"(('18 Aug 2018 04:00:39.263', '18 Aug 2018 04:13:27.418'),)"
2,1,,,Satellite7,"(('18 Aug 2018 04:49:01.794', '18 Aug 2018 04:58:01.095'),)"
2,2,,,Satellite1,"(('18 Aug 2018 04:03:59.564', '18 Aug 2018 04:10:21.357'),)"
2,2,,,Satellite4,"(('18 Aug 2018 04:40:18.844', '18 Aug 2018 04:49:37.069'),)"
2,2,,,Satellite5,"(('18 Aug 2018 04:09:36.227', '18 Aug 2018 04:21:14.271'),)"
2,2,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:25.400'),)"
2,2,,,Satellite7,"(('18 Aug 2018 04:46:50.777', '18 Aug 2018 04:50:44.907'),)"
2,3,,,Satellite1,"(('18 Aug 2018 04:04:14.021', '18 Aug 2018 04:17:19.566'),)"
2,3,,,Satellite3,"(('18 Aug 2018 04:33:17.688', '18 Aug 2018 04:45:00.974'),)"
2,3,,,Satellite5,"(('18 Aug 2018 04:11:23.731', '18 Aug 2018 04:26:13.038'),)"
2,3,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:12:07.432'),)"
2,3,,,Satellite7,"(('18 Aug 2018 04:46:15.563', '18 Aug 2018 04:58:29.028'),)"
2,4,,,Satellite4,"(('18 Aug 2018 04:39:26.595', '18 Aug 2018 04:50:23.400'),)"
2,4,,,Satellite5,"(('18 Aug 2018 04:10:44.349', '18 Aug 2018 04:18:51.485'),)"
2,4,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:44.874'),)"
2,5,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:24.200'),)"
2,5,,,Satellite3,"(('18 Aug 2018 04:24:17.864', '18 Aug 2018 04:38:17.338'),)"
2,5,,,Satellite5,"(('18 Aug 2018 04:03:05.860', '18 Aug 2018 04:17:45.416'),)"
2,5,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:28.764'),)"
2,5,,,Satellite7,"(('18 Aug 2018 04:37:55.089', '18 Aug 2018 04:50:59.608'),)"
2,6,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:03.022'),)"
2,6,,,Satellite3,"(('18 Aug 2018 04:25:09.286', '18 Aug 2018 04:35:44.535'),)"
2,6,,,Satellite4,"(('18 Aug 2018 04:34:52.273', '18 Aug 2018 04:44:07.386'),)"
2,6,,,Satellite5,"(('18 Aug 2018 04:03:18.587', '18 Aug 2018 04:17:23.207'),)"
2,6,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:02.493'),)"
2,6,,,Satellite7,"(('18 Aug 2018 04:38:34.876', '18 Aug 2018 04:49:25.403'),)"
2,7,,,Satellite1,"(('18 Aug 2018 04:08:32.550', '18 Aug 2018 04:20:13.711'),)"
2,7,,,Satellite3,"(('18 Aug 2018 04:38:57.259', '18 Aug 2018 04:46:36.337'),)"
2,7,,,Satellite5,"(('18 Aug 2018 04:15:22.557', '18 Aug 2018 04:29:36.041'),)"
2,7,,,Satellite6,"(('18 Aug 2018 04:02:50.607', '18 Aug 2018 04:15:51.199'),)"
2,7,,,Satellite7,"(('18 Aug 2018 04:50:49.324', '18 Aug 2018 04:59:59.000'),)"
2,8,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:12:57.420'),)"
2,8,,,Satellite3,"(('18 Aug 2018 04:28:08.613', '18 Aug 2018 04:41:17.519'),)"
2,8,,,Satellite5,"(('18 Aug 2018 04:06:45.883', '18 Aug 2018 04:21:36.175'),)"
2,8,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:07:25.874'),)"
2,8,,,Satellite7,"(('18 Aug 2018 04:41:33.124', '18 Aug 2018 04:54:21.762'),)"
2,9,,,Satellite1,"(('18 Aug 2018 04:00:27.839', '18 Aug 2018 04:13:52.986'),)"
2,9,,,Satellite3,"(('18 Aug 2018 04:28:46.537', '18 Aug 2018 04:42:37.811'),)"
2,9,,,Satellite5,"(('18 Aug 2018 04:07:47.760', '18 Aug 2018 04:22:09.984'),)"
2,9,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:07:29.005'),)"
2,9,,,Satellite7,"(('18 Aug 2018 04:42:18.986', '18 Aug 2018 04:55:19.544'),)"
2,10,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:15.510'),)"
2,10,,,Satellite3,"(('18 Aug 2018 04:24:02.927', '18 Aug 2018 04:36:25.009'),)"
2,10,,,Satellite4,"(('18 Aug 2018 04:34:38.504', '18 Aug 2018 04:42:20.171'),)"
2,10,,,Satellite5,"(('18 Aug 2018 04:02:31.330', '18 Aug 2018 04:17:13.833'),)"
2,10,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:03:37.858'),)"
2,10,,,Satellite7,"(('18 Aug 2018 04:37:35.888', '18 Aug 2018 04:49:43.924'),)"
2,11,,,Satellite1,"(('18 Aug 2018 04:02:07.159', '18 Aug 2018 04:15:22.652'),)"
2,11,,,Satellite3,"(('18 Aug 2018 04:30:19.844', '18 Aug 2018 04:44:19.195'),)"
2,11,,,Satellite5,"(('18 Aug 2018 04:09:41.977', '18 Aug 2018 04:23:25.509'),)"
2,11,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:08:15.331'),)"
2,11,,,Satellite7,"(('18 Aug 2018 04:43:57.387', '18 Aug 2018 04:56:47.530'),)"
2,12,,,Satellite1,"(('18 Aug 2018 04:05:33.344', '18 Aug 2018 04:17:17.293'),)"
2,12,,,Satellite3,"(('18 Aug 2018 04:35:24.605', '18 Aug 2018 04:44:02.117'),)"
2,12,,,Satellite5,"(('18 Aug 2018 04:12:22.275', '18 Aug 2018 04:26:40.321'),)"
2,12,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:12:59.317'),)"
2,12,,,Satellite7,"(('18 Aug 2018 04:47:44.236', '18 Aug 2018 04:58:16.830'),)"
2,13,,,Satellite1,"(('18 Aug 2018 04:01:54.984', '18 Aug 2018 04:13:49.803'),)"
2,13,,,Satellite3,"(('18 Aug 2018 04:31:06.761', '18 Aug 2018 04:41:05.996'),)"
2,13,,,Satellite5,"(('18 Aug 2018 04:08:43.782', '18 Aug 2018 04:23:08.301'),)"
2,13,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:30.692'),)"
2,13,,,Satellite7,"(('18 Aug 2018 04:43:58.818', '18 Aug 2018 04:55:00.933'),)"
2,14,,,Satellite1,"(('18 Aug 2018 04:05:20.869', '18 Aug 2018 04:19:04.979'),)"
2,14,,,Satellite3,"(('18 Aug 2018 04:34:04.014', '18 Aug 2018 04:47:18.252'),)"
2,14,,,Satellite5,"(('18 Aug 2018 04:12:52.761', '18 Aug 2018 04:27:32.320'),)"
2,14,,,Satellite6,"(('18 Aug 2018 04:01:07.177', '18 Aug 2018 04:12:53.885'),)"
2,14,,,Satellite7,"(('18 Aug 2018 04:47:18.433', '18 Aug 2018 04:59:59.000'),)"
2,15,,,Satellite4,"(('18 Aug 2018 04:44:43.124', '18 Aug 2018 04:55:45.218'),)"
2,15,,,Satellite6,"(('18 Aug 2018 04:04:58.428', '18 Aug 2018 04:10:31.520'),)"
2,16,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:31.674'),)"
2,16,,,Satellite3,"(('18 Aug 2018 04:24:40.695', '18 Aug 2018 04:34:00.661'),)"
2,16,,,Satellite4,"(('18 Aug 2018 04:33:46.045', '18 Aug 2018 04:44:21.603'),)"
2,16,,,Satellite5,"(('18 Aug 2018 04:02:42.589', '18 Aug 2018 04:16:05.865'),)"
2,16,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:02:56.707'),)"
2,16,,,Satellite7,"(('18 Aug 2018 04:38:08.154', '18 Aug 2018 04:47:51.627'),)"
2,17,,,Satellite1,"(('18 Aug 2018 04:00:04.086', '18 Aug 2018 04:13:04.968'),)"
2,17,,,Satellite3,"(('18 Aug 2018 04:28:43.171', '18 Aug 2018 04:41:06.852'),)"
2,17,,,Satellite5,"(('18 Aug 2018 04:07:05.493', '18 Aug 2018 04:21:56.670'),)"
2,17,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:07:59.164'),)"
2,17,,,Satellite7,"(('18 Aug 2018 04:42:00.511', '18 Aug 2018 04:54:25.889'),)"
2,18,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:44.847'),)"
2,18,,,Satellite3,"(('18 Aug 2018 04:26:49.714', '18 Aug 2018 04:38:39.967'),)"
2,18,,,Satellite4,"(('18 Aug 2018 04:39:11.984', '18 Aug 2018 04:42:30.948'),)"
2,18,,,Satellite5,"(('18 Aug 2018 04:05:05.981', '18 Aug 2018 04:19:47.662'),)"
2,18,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:06:06.847'),)"
2,18,,,Satellite7,"(('18 Aug 2018 04:40:10.585', '18 Aug 2018 04:52:07.722'),)"
2,19,,,Satellite1,"(('18 Aug 2018 04:02:33.586', '18 Aug 2018 04:14:27.764'),)"
2,19,,,Satellite3,"(('18 Aug 2018 04:31:51.351', '18 Aug 2018 04:41:39.235'),)"
2,19,,,Satellite5,"(('18 Aug 2018 04:09:22.745', '18 Aug 2018 04:23:46.875'),)"
2,19,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:08.266'),)"
2,19,,,Satellite7,"(('18 Aug 2018 04:44:38.482', '18 Aug 2018 04:55:37.042'),)"
2,20,,,Satellite1,"(('18 Aug 2018 04:05:39.204', '18 Aug 2018 04:12:32.285'),)"
2,20,,,Satellite4,"(('18 Aug 2018 04:42:37.112', '18 Aug 2018 04:50:43.612'),)"
2,20,,,Satellite5,"(('18 Aug 2018 04:11:20.760', '18 Aug 2018 04:23:17.834'),)"
2,20,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:23.039'),)"
2,20,,,Satellite7,"(('18 Aug 2018 04:48:29.947', '18 Aug 2018 04:52:54.921'),)"
2,21,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:09:26.690'),)"
2,21,,,Satellite3,"(('18 Aug 2018 04:24:27.229', '18 Aug 2018 04:38:02.312'),)"
2,21,,,Satellite5,"(('18 Aug 2018 04:03:07.835', '18 Aug 2018 04:18:01.796'),)"
2,21,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:00.734'),)"
2,21,,,Satellite7,"(('18 Aug 2018 04:38:01.738', '18 Aug 2018 04:50:58.980'),)"
2,22,,,Satellite1,"(('18 Aug 2018 04:08:39.039', '18 Aug 2018 04:19:12.085'),)"
2,22,,,Satellite3,"(('18 Aug 2018 04:40:00.651', '18 Aug 2018 04:44:32.733'),)"
2,22,,,Satellite5,"(('18 Aug 2018 04:15:12.232', '18 Aug 2018 04:28:53.697'),)"
2,22,,,Satellite6,"(('18 Aug 2018 04:02:31.964', '18 Aug 2018 04:15:21.950'),)"
2,22,,,Satellite7,"(('18 Aug 2018 04:51:03.086', '18 Aug 2018 04:59:55.631'),)"
2,23,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:35.477'),)"
2,23,,,Satellite3,"(('18 Aug 2018 04:27:13.062', '18 Aug 2018 04:40:36.013'),)"
2,23,,,Satellite5,"(('18 Aug 2018 04:07:07.389', '18 Aug 2018 04:17:55.130'),)"
2,23,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:00:58.327'),)"
2,23,,,Satellite7,"(('18 Aug 2018 04:41:12.651', '18 Aug 2018 04:52:18.022'),)"
2,24,,,Satellite4,"(('18 Aug 2018 04:44:01.221', '18 Aug 2018 04:54:43.574'),)"
2,24,,,Satellite5,"(('18 Aug 2018 04:17:31.780', '18 Aug 2018 04:21:50.676'),)"
2,24,,,Satellite6,"(('18 Aug 2018 04:03:02.141', '18 Aug 2018 04:10:44.921'),)"
2,25,,,Satellite1,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:10:35.969'),)"
2,25,,,Satellite3,"(('18 Aug 2018 04:25:36.587', '18 Aug 2018 04:39:42.863'),)"
2,25,,,Satellite5,"(('18 Aug 2018 04:04:37.489', '18 Aug 2018 04:18:43.350'),)"
2,25,,,Satellite6,"(('18 Aug 2018 04:00:00.000', '18 Aug 2018 04:04:01.935'),)"
2,25,,,Satellite7,"(('18 Aug 2018 04:39:16.139', '18 Aug 2018 04:52:11.714'),)"
2,26,,,Satellite1,"(('18 Aug 2018 04:03:04.433', '18 Aug 2018 04:14:19.299'),)"
